id,pesofitc,qf1,qf2,qf3_1,qf3_3,qf3_4,qf3_6,qf3_7,qf3_8,qf3_99,qf4,qf8,qf9_1,qf9_2,qf9_3,qf9_4,qf9_5,qf9_6,qf9_7,qf9_8,qf9_9,qf9_10,qf9_99,qprod1c_1,qprod1c_2,qprod1c_10,qprod1c_11,qprod1c_12,qprod1c_3,qprod1c_5,qprod1c_6,qprod1c_14,qprod1c_7,qprod1c_8,qprod1c_99,qprod1_d,qprod2,qprod3_1,qprod3_2,qprod3_3,qprod3_4,qprod3_5,qprod3_6,qprod3_7,qprod3_8,qprod3_9,qprod3_10,qprod3_11,qprod3_12,qprod3_13,qprod3_14,qprod3_15,qprod3_16,qprod3_17,qprod3_18,qprod3_99,qf10_1,qf10_2,qf10_3,qf10_4,qf10_5,qf10_6,qf10_7,qf10_8,qf10_9,qf10_10,qf10_11,qf10_12,qprod4_1,qprod4_2,qprod4_3,qk1,qf11,qf12_1_a,qf12_1_b,qf12_1_c,qf12_2_d,qf12_3_e,qf12_3_f,qf12_3_g,qf12_4_k,qf12_4_l,qf12_5_m,qf12_5_o,qf12_6_p,qf12_6_q,qf12_7_r,qf12_97,qf12_99,qf13,qk3,qk4,qk5,qk6,qk7_1,qk7_2,qk7_3,qd1,qd5b,qd7,qd9,qd10,qd12,SM,AREA5
1315,0.550738843,1,-99,0,1,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,10,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-97,1,1,1,1,1,1,1,1,5,1,1,0,0,-97,0,,,,,,,,,,,,,,,,,-99,3,0,73,-97,1,1,0,1,1,48,3,2,1,0,1
1316,0.293304004,1,1,0,0,0,0,0,1,0,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,5,5,3,5,1,2,4,2,1,3,5,0,0,0,3,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,3,2,0,102,1,1,1,-97,0,3,39,3,10,1,0,1
1317,1.476447693,1,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,1,3,2,2,3,4,4,5,2,1,0,1,2,0,,,,,,,,,,,,,,,,,5,2,0,102,2,1,1,1,0,1,33,1,2,1,0,1
1318,0.351136664,2,0,0,0,0,0,0,1,0,-97,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,1,5,2,5,2,-97,3,2,1,-99,4,0,0,0,-97,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-97,-97,-97,-99,-97,0,-97,-97,0,6,39,4,4,1,0,5
1319,1.075647809,2,1,1,1,0,0,0,0,0,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,5,1,5,1,1,3,5,3,5,5,0,0,0,4,0,,,,,,,,,,,,,,,,,3,2,0,102,2,0,1,0,0,2,35,1,5,1,0,3
1320,2.442687077,3,0,0,1,0,0,0,0,0,-97,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,4,2,1,5,2,2,2,2,2,5,2,0,0,0,3,0,,,,,,,,,,,,,,,,,-97,3,0,102,2,1,1,1,1,3,36,1,1,1,0,3
1322,0.33293708,2,0,0,0,0,1,0,0,0,1,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,4,3,3,3,3,3,2,2,4,0,0,0,2,0,,,,,,,,,,,,,,,,,5,3,0,102,1,1,1,1,1,3,50,1,1,1,0,5
1323,2.468680539,2,0,0,0,0,0,0,1,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,3,3,2,4,4,3,3,4,-95,0,-95,2,0,,,,,,,,,,,,,,,,,4,3,0,102,1,1,1,1,1,2,36,1,2,1,0,3
1324,1.362845087,1,1,0,1,0,0,0,0,0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,3,3,1,3,1,3,2,3,3,1,3,0,0,0,3,0,,,,,,,,,,,,,,,,,4,3,0,102,3,1,1,1,0,1,54,1,2,1,0,2
1325,0.870110453,2,1,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,3,2,3,3,2,3,2,3,-95,-95,-95,3,0,,,,,,,,,,,,,,,,,2,1,-97,-97,1,-99,-97,0,1,4,42,4,2,1,0,2
1326,1.305165679,3,0,0,0,0,0,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,5,2,5,1,3,5,4,1,1,5,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-97,-97,-97,4,-97,-97,-97,1,3,41,4,2,1,0,2
1328,0.955569598,1,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,-97,-97,4,3,4,5,-97,-97,-97,4,3,0,0,0,4,0,,,,,,,,,,,,,,,,,1,-97,-97,-97,-97,-97,1,1,0,2,38,1,1,0,0,2
1331,1.500747686,2,0,0,0,0,0,0,1,0,-97,6,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,3,1,5,1,3,4,1,3,5,3,0,0,0,-97,0,,,,,,,,,,,,,,,,,3,2,-97,-97,-97,1,1,1,0,3,60,4,6,1,0,1
1333,0.268816317,1,0,0,0,0,0,0,1,0,1,6,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,2,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,2,4,3,1,3,2,2,2,3,2,5,3,0,0,0,2,0,,,,,,,,,,,,,,,,,3,2,0,102,1,1,1,1,0,5,55,3,2,1,0,1
1334,0.22542317,2,0,0,0,0,0,0,1,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,3,3,1,5,4,4,2,3,4,5,2,0,0,0,4,0,,,,,,,,,,,,,,,,,-97,2,0,102,1,-97,1,0,0,4,60,3,2,1,0,3
1335,0.322134042,1,0,0,1,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,1,5,1,3,2,4,4,5,2,0,0,0,3,0,,,,,,,,,,,,,,,,,5,3,0,2,2,1,1,1,0,1,39,1,2,1,0,1
1336,0.296425151,2,0,0,1,0,1,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,1,5,5,1,4,2,2,4,4,4,5,2,0,0,0,3,0,,,,,,,,,,,,,,,,,-97,3,0,102,1,1,1,0,0,4,38,1,2,1,0,1
1337,2.584781993,1,1,0,0,0,0,0,1,0,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,7,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,3,4,3,4,1,1,3,1,1,2,4,1,0,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,2,-97,2,2,-97,1,1,0,1,31,1,2,0,0,3
1338,0.387842616,-99,0,0,0,0,1,0,0,0,-98,-99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-97,2,-97,2,1,1,1,2,1,2,-97,1,-97,-97,-99,4,-99,,,,,,,,,,,,,,,,,2,3,-97,1,3,-97,-97,0,1,2,54,1,5,1,0,2
1339,1.134609751,2,0,0,1,0,0,0,0,0,-97,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,2,1,5,3,5,2,1,2,4,3,0,0,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-97,0,102,2,1,1,-97,0,3,36,3,2,1,0,2
1340,0.364998722,2,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,3,3,2,1,5,1,2,4,1,5,5,1,0,0,0,3,0,,,,,,,,,,,,,,,,,-99,2,-97,-97,3,1,-97,-97,0,4,54,1,2,1,0,2
1341,1.680506283,2,0,0,1,0,0,0,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,2,5,2,3,5,3,3,4,3,1,0,0,3,0,,,,,,,,,,,,,,,,,5,2,0,102,1,1,1,1,1,3,46,4,2,1,0,1
1342,0.944168771,2,0,0,1,0,0,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,7,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,1,5,2,5,4,5,2,5,5,0,0,0,3,0,,,,,,,,,,,,,,,,,-97,2,0,2,3,1,1,0,0,3,25,1,9,1,0,2
1343,0.675874444,1,1,0,1,0,1,0,0,0,1,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5,5,1,2,1,1,3,3,2,5,4,0,0,0,3,0,,,,,,,,,,,,,,,,,5,3,0,102,1,1,1,1,0,1,38,3,2,1,0,1
1344,0.387295119,2,0,0,0,0,0,0,1,0,-97,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,14,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,2,2,3,-97,1,2,4,5,4,1,0,0,4,0,,,,,,,,,,,,,,,,,5,-97,0,102,2,1,0,-97,1,3,43,4,1,1,0,3
1345,0.286920732,1,1,1,0,0,0,0,0,0,-98,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,4,5,1,5,2,3,3,3,3,5,3,0,0,0,4,0,,,,,,,,,,,,,,,,,4,3,0,102,1,1,1,-97,0,5,44,3,4,1,0,4
1346,0.289373964,-99,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,5,2,3,2,1,1,5,4,0,0,0,3,0,,,,,,,,,,,,,,,,,-97,-97,-99,-99,-99,-99,1,-99,1,4,25,3,5,1,0,1
1347,0.299611232,2,1,0,1,0,0,0,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,5,3,1,4,1,4,3,3,3,5,2,0,0,0,3,0,,,,,,,,,,,,,,,,,5,3,0,93,2,1,1,1,0,2,67,4,6,1,0,1
1348,0.322427554,2,0,0,0,0,0,0,1,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,2,3,2,4,3,3,2,2,3,4,4,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-97,-97,-97,-97,-97,1,-97,0,0,3,45,3,2,1,0,2
1349,2.067061473,2,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,5,4,1,5,3,1,1,5,4,5,2,0,0,0,3,0,,,,,,,,,,,,,,,,,5,-97,0,-99,-99,0,1,1,0,4,40,3,5,1,0,1
1350,0.25022032,2,1,1,1,0,1,0,0,0,1,6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,3,3,1,5,2,4,2,3,5,5,2,0,0,0,3,0,,,,,,,,,,,,,,,,,-97,3,0,102,1,1,1,1,0,2,81,3,6,1,0,1
1351,0.43530639,1,0,0,0,0,0,0,0,1,-97,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,3,2,2,2,3,2,2,2,-97,-97,-97,-97,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,-97,-97,-97,-97,-97,-97,0,2,33,3,2,1,0,3
1353,0.196351954,2,1,0,0,0,0,0,1,0,-97,-99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,3,1,1,5,3,5,4,2,3,-99,3,0,0,0,4,-99,,,,,,,,,,,,,,,,,-99,3,-97,102,3,1,-97,0,1,4,46,4,2,1,0,3
1354,0.437750214,2,0,0,0,0,0,0,1,0,-98,-99,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,1,1,4,1,5,3,-97,-97,3,5,5,1,0,0,0,-97,0,,,,,,,,,,,,,,,,,-99,-97,-97,-97,-97,1,-97,-97,0,4,43,4,4,1,0,4
1355,0.351289719,2,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-97,4,1,4,2,2,3,-99,1,-99,2,0,-99,0,4,-99,,,,,,,,,,,,,,,,,-99,3,-97,102,1,1,1,1,0,3,71,4,4,1,0,1
1356,0.193200149,2,0,0,0,0,0,0,1,0,-98,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,1,5,3,-99,-99,3,5,-97,1,4,-97,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-97,-97,-97,-97,4,-97,-97,-97,1,2,78,5,6,1,0,3
1357,0.299611232,2,1,0,0,0,0,0,1,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,2,-97,4,4,5,1,4,5,1,0,0,0,3,0,,,,,,,,,,,,,,,,,5,3,-97,-97,1,1,1,1,0,1,68,5,6,1,0,1
1358,1.256774003,2,1,1,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,5,5,1,5,1,1,1,5,1,5,1,-97,-95,0,-97,0,,,,,,,,,,,,,,,,,3,3,-97,-97,-97,1,-97,0,1,2,75,5,6,1,0,1
1360,1.256774003,3,0,0,1,0,0,0,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,1,5,1,5,4,5,3,5,5,5,1,0,0,0,5,0,,,,,,,,,,,,,,,,,5,-97,0,102,1,1,1,1,1,3,75,5,6,1,0,1
1361,1.353448926,2,0,0,0,0,0,0,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,2,4,2,1,4,1,2,4,3,3,5,2,0,0,0,3,0,,,,,,,,,,,,,,,,,-97,-97,-97,-97,-97,1,1,0,1,3,83,5,6,1,0,1
1362,1.432181161,2,0,0,0,0,0,0,1,0,-97,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,4,4,1,5,3,5,4,3,1,5,-97,-97,0,0,-97,-99,,,,,,,,,,,,,,,,,-97,-97,-97,-97,4,-97,-97,-97,0,1,85,5,6,1,0,1
1363,0.702304755,3,0,0,0,0,0,0,1,0,1,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,2,4,1,5,2,3,4,3,5,5,3,0,0,0,4,0,,,,,,,,,,,,,,,,,4,2,0,-97,1,1,1,1,1,5,56,4,2,1,0,1
1365,0.261521001,-99,-99,0,0,0,0,0,1,0,-97,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,5,5,1,5,1,4,1,-97,5,-99,5,-95,-97,0,-97,-99,,,,,,,,,,,,,,,,,-97,2,0,-97,-97,1,1,-97,1,5,34,3,1,1,0,2
1366,0.282684993,2,1,0,1,0,0,0,0,0,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,4,4,1,4,3,3,3,5,5,5,1,0,0,0,3,0,,,,,,,,,,,,,,,,,5,3,0,102,2,1,1,-97,0,2,65,4,4,0,0,2
1367,0.318175552,-99,-99,0,0,0,0,0,0,1,-99,-97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,3,1,5,2,3,2,3,4,3,3,0,0,-97,3,-99,,,,,,,,,,,,,,,,,4,3,0,102,1,1,1,1,1,4,34,3,2,1,0,3
1368,1.111144614,3,0,0,1,0,0,0,0,0,-98,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,7,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,5,2,5,5,3,3,5,5,1,0,0,0,2,0,,,,,,,,,,,,,,,,,-97,2,0,102,2,-97,1,1,0,4,20,3,9,1,0,3
1369,0.849148838,3,0,0,0,0,0,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,3,1,3,1,5,3,5,3,1,1,1,5,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,0,102,1,1,1,-97,0,3,44,3,2,1,0,3
1370,0.932527901,2,0,0,0,0,0,0,1,0,-97,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,5,5,1,5,2,4,5,4,2,5,4,0,-99,0,5,0,,,,,,,,,,,,,,,,,-99,1,-97,-97,-97,-97,-97,-97,0,4,68,5,4,1,0,4
1372,0.240275389,2,1,1,1,0,0,0,0,0,-98,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,4,1,5,1,-97,2,5,5,5,1,0,0,0,4,0,,,,,,,,,,,,,,,,,-97,-97,0,-97,-97,0,0,1,0,4,22,1,9,1,0,4
1373,0.16586814,2,1,0,1,0,0,0,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,1,5,1,2,4,3,1,5,1,0,0,0,3,0,,,,,,,,,,,,,,,,,5,-97,0,102,1,1,1,1,0,4,51,3,2,1,0,4
1374,0.227066573,3,1,0,0,0,0,0,1,0,-98,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,3,5,1,-97,3,3,3,1,2,1,5,0,0,0,-97,0,,,,,,,,,,,,,,,,,5,3,0,-97,-97,1,-97,-97,1,4,22,1,9,1,0,4
1375,0.819558399,2,1,1,0,0,0,0,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,5,5,1,1,1,5,-97,5,1,1,5,1,0,0,0,5,0,,,,,,,,,,,,,,,,,-97,-97,-97,-97,-97,1,1,-99,1,4,79,3,6,1,0,5
1376,0.876461914,2,1,1,0,0,0,0,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,5,5,1,5,1,4,5,3,1,5,1,0,0,0,3,0,,,,,,,,,,,,,,,,,-97,3,-97,-97,-97,1,1,0,0,4,73,1,6,1,0,5
1377,0.890760231,1,1,1,0,0,0,0,0,0,1,-97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,5,5,1,5,1,1,5,1,1,5,1,0,0,0,-97,0,,,,,,,,,,,,,,,,,-97,-97,-97,-97,-97,1,1,-97,0,4,44,1,2,1,0,5
1378,1.913204144,2,1,0,0,0,0,0,0,1,-99,-99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,1,5,5,1,4,1,-97,2,-99,-99,5,-99,0,0,0,3,0,,,,,,,,,,,,,,,,,-99,3,-97,-97,4,1,1,-97,1,4,58,4,2,1,0,5
1381,2.143778126,2,0,0,0,0,0,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,5,2,5,2,3,2,2,2,2,1,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,-97,-97,1,1,-97,1,4,62,4,1,1,0,1
1382,0.785815686,2,0,0,0,1,0,0,0,0,-97,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,2,1,5,3,3,2,2,1,3,4,0,0,0,4,0,,,,,,,,,,,,,,,,,4,3,0,102,2,1,1,0,0,3,54,1,2,1,0,4
1383,1.600468214,2,0,0,0,0,0,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,3,5,1,4,3,1,1,1,5,0,-95,0,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,-97,-97,-97,-97,-97,-97,0,2,50,3,2,1,0,1
1384,0.45596945,2,0,0,0,0,0,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,5,5,4,5,1,1,4,4,0,0,0,-97,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,-97,-97,-97,1,-97,0,1,4,48,3,2,1,0,2
1385,0.534751878,2,1,0,1,0,0,0,0,0,1,4,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,5,2,1,3,2,1,4,3,1,1,3,0,0,0,2,0,,,,,,,,,,,,,,,,,5,2,0,102,2,1,1,1,1,5,45,3,2,1,0,1
1386,0.565859228,2,0,0,1,0,0,0,0,0,-97,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,3,4,1,5,2,3,4,2,2,5,4,0,0,0,4,0,,,,,,,,,,,,,,,,,-97,3,0,102,1,1,1,1,0,5,41,3,2,1,0,1
1388,0.71790353,-99,0,0,1,0,0,0,0,0,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,1,1,-97,1,1,1,5,1,5,1,-97,0,0,3,0,,,,,,,,,,,,,,,,,5,2,0,102,2,1,1,1,1,2,66,3,6,1,0,2
1389,0.444362126,1,1,0,1,0,0,0,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,5,1,5,1,1,5,-99,1,5,1,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,-99,-97,-97,1,1,0,0,2,59,4,6,1,0,2
1390,0.193200149,2,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,3,1,5,1,-97,4,1,1,4,3,0,0,0,3,0,,,,,,,,,,,,,,,,,4,3,-97,102,1,1,1,0,1,2,71,4,6,1,0,3
1391,0.551009037,1,-99,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,1,-97,-97,-99,1,-99,1,1,-99,5,5,0,0,0,-99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-97,-97,-97,-97,-97,1,-97,0,2,59,4,10,0,0,2
1393,2.068203677,2,1,1,0,0,0,0,0,0,-97,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,5,5,1,5,-97,5,1,1,2,5,2,0,0,0,5,0,,,,,,,,,,,,,,,,,4,2,0,-97,-97,1,1,-97,0,6,38,3,4,1,0,3
1394,0.729112796,1,0,0,1,0,0,0,0,0,1,-99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,3,5,1,5,2,2,3,-97,-99,5,-97,0,0,0,3,0,,,,,,,,,,,,,,,,,-99,3,-99,-97,-99,0,1,0,0,1,53,1,2,1,0,5
