id,pesofitc,qf1,qf2,qf3_1,qf3_3,qf3_4,qf3_6,qf3_7,qf3_8,qf3_99,qf4,qf8,qf9_1,qf9_2,qf9_3,qf9_4,qf9_5,qf9_6,qf9_7,qf9_8,qf9_9,qf9_10,qf9_99,qprod1c_1,qprod1c_2,qprod1c_10,qprod1c_11,qprod1c_12,qprod1c_3,qprod1c_5,qprod1c_6,qprod1c_14,qprod1c_7,qprod1c_8,qprod1c_99,qprod1_d,qprod2,qprod3_1,qprod3_2,qprod3_3,qprod3_4,qprod3_5,qprod3_6,qprod3_7,qprod3_8,qprod3_9,qprod3_10,qprod3_11,qprod3_12,qprod3_13,qprod3_14,qprod3_15,qprod3_16,qprod3_17,qprod3_18,qprod3_99,qf10_1,qf10_2,qf10_3,qf10_4,qf10_5,qf10_6,qf10_7,qf10_8,qf10_9,qf10_10,qf10_11,qf10_12,qprod4_1,qprod4_2,qprod4_3,qk1,qf11,qf12_1_a,qf12_1_b,qf12_1_c,qf12_2_d,qf12_3_e,qf12_3_f,qf12_3_g,qf12_4_k,qf12_4_l,qf12_5_m,qf12_5_o,qf12_6_p,qf12_6_q,qf12_7_r,qf12_97,qf12_99,qf13,qk3,qk4,qk5,qk6,qk7_1,qk7_2,qk7_3,qd1,qd5b,qd7,qd9,qd10,qd12,SM,AREA5
310,0.581701896,2,0,0,1,0,0,0,0,0,1,6,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,10,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,1,5,1,2,4,2,3,5,4,0,0,0,4,0,,,,,,,,,,,,,,,,,-99,-97,-97,-99,-99,1,1,1,0,2,68,5,6,1,0,2
311,0.808749669,1,0,1,1,0,1,0,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,12,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,1,3,3,2,2,2,2,5,3,-97,0,0,3,0,,,,,,,,,,,,,,,,,-97,2,0,102,2,1,1,1,0,2,54,1,10,0,0,1
312,0.481901114,2,0,0,1,0,0,0,0,0,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,3,5,1,4,1,-97,4,2,3,5,5,0,0,0,5,0,,,,,,,,,,,,,,,,,5,3,0,102,1,1,1,-97,0,3,55,4,4,1,0,1
313,0.449080924,2,1,0,0,0,1,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,4,3,3,3,3,3,3,3,0,0,0,3,0,,,,,,,,,,,,,,,,,5,3,0,102,1,1,1,1,1,3,52,3,2,1,0,2
315,0.772754706,2,0,0,1,0,0,0,0,0,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,11,-99,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,4,-99,1,2,3,-97,3,4,5,5,2,0,0,0,3,0,,,,,,,,,,,,,,,,,5,3,0,2,-99,1,1,1,1,3,56,3,2,1,0,2
316,0.57645072,3,0,0,0,0,0,0,1,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,2,3,4,1,5,4,5,3,3,4,4,5,0,0,0,5,0,,,,,,,,,,,,,,,,,5,-97,0,-97,-97,1,1,-97,1,3,44,4,2,1,0,2
317,0.341301502,2,0,0,1,0,0,0,0,0,1,3,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,8,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,5,4,1,3,1,1,3,3,2,5,2,0,0,0,3,0,,,,,,,,,,,,,,,,,5,2,0,2,2,1,1,0,1,3,54,3,2,1,0,2
318,0.644920612,2,0,0,1,0,0,0,0,0,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,4,4,2,4,3,4,3,3,4,4,3,0,0,0,4,0,,,,,,,,,,,,,,,,,5,2,0,102,1,1,1,1,0,4,55,3,2,1,0,2
319,0.484026139,-99,1,0,0,0,0,0,0,1,-97,-99,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,5,1,1,-97,1,-97,5,-97,1,-97,-97,0,0,0,4,0,,,,,,,,,,,,,,,,,-97,3,-97,-97,-97,1,1,-97,0,3,73,5,6,1,0,2
320,0.390149466,2,0,0,0,0,0,0,1,0,1,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,4,2,1,2,3,3,2,2,2,5,5,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,102,1,1,1,1,0,4,46,1,1,1,0,3
321,0.390149466,1,0,0,0,0,0,0,1,0,-97,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,2,2,4,2,4,3,1,2,3,4,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,-97,102,1,1,1,-97,0,2,49,3,2,1,0,3
322,0.340267092,2,1,1,1,0,0,0,0,0,1,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,4,4,1,4,3,3,4,4,3,5,5,0,0,0,3,0,,,,,,,,,,,,,,,,,5,3,0,102,3,1,1,0,0,3,35,1,2,1,0,3
323,2.517494463,2,0,0,0,0,0,0,1,0,-97,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,-97,5,3,5,1,4,1,3,3,4,3,0,-97,0,4,0,,,,,,,,,,,,,,,,,-97,1,0,2,2,1,1,-97,0,5,44,4,2,1,0,3
324,0.506790878,3,0,0,1,0,0,0,0,0,-97,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,4,3,3,4,2,2,2,3,4,5,2,0,0,0,5,0,,,,,,,,,,,,,,,,,4,3,0,102,1,1,1,-97,1,5,18,4,9,1,0,3
325,0.313722938,-99,0,0,0,0,0,0,1,0,-97,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-97,3,1,5,1,5,2,1,1,5,5,0,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,102,1,1,1,-97,0,4,56,3,5,1,0,3
326,2.519054959,3,0,0,0,0,0,0,1,0,-98,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,1,5,3,5,2,1,4,1,5,0,0,0,5,0,,,,,,,,,,,,,,,,,1,3,0,102,1,1,1,1,0,4,22,1,9,1,0,3
327,2.559901975,2,0,0,0,0,0,0,1,0,-97,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,4,5,1,5,1,4,4,1,1,5,4,0,0,0,3,0,,,,,,,,,,,,,,,,,3,3,0,2,3,1,1,1,1,2,72,4,6,1,0,3
328,0.333054559,2,0,0,1,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,2,3,3,1,4,2,2,2,3,4,5,4,0,0,0,3,0,,,,,,,,,,,,,,,,,5,2,0,102,1,1,1,1,1,3,52,3,2,1,0,3
329,1.285571056,2,0,0,1,0,0,0,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,4,1,3,2,2,3,4,5,5,2,0,0,0,2,0,,,,,,,,,,,,,,,,,5,3,0,102,2,1,1,1,1,4,65,1,6,1,0,3
330,1.369224297,2,0,0,1,0,1,0,0,0,1,5,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,4,1,4,3,4,3,3,4,5,2,0,0,0,3,0,,,,,,,,,,,,,,,,,5,3,0,102,1,1,1,1,1,2,52,3,2,1,0,3
331,0.343924401,3,0,0,0,0,0,0,1,0,-97,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,2,3,2,1,5,3,4,3,1,3,5,5,0,0,0,5,0,,,,,,,,,,,,,,,,,-97,3,-97,-97,-97,-97,-97,-97,0,6,60,5,2,1,0,3
332,0.482460428,3,0,0,0,0,0,0,1,0,-98,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,2,5,3,2,-97,2,-97,4,3,3,5,4,0,0,0,3,0,,,,,,,,,,,,,,,,,-97,3,0,102,2,1,1,1,1,4,21,1,9,1,0,3
333,1.945574814,2,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,3,2,5,2,4,3,3,4,3,4,3,3,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,0,102,1,1,1,-97,0,2,49,1,4,0,0,3
334,0.136184248,1,0,0,1,0,0,0,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,14,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,2,5,3,4,2,5,5,5,2,0,0,0,2,0,,,,,,,,,,,,,,,,,5,2,0,102,1,1,1,0,0,1,47,3,2,1,0,3
335,0.130067217,2,0,0,0,0,0,0,1,0,0,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,3,5,1,5,2,5,4,1,4,5,5,0,0,0,4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,2,2,1,1,0,1,1,40,1,1,1,0,3
336,0.116254893,2,0,0,0,0,0,0,1,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,-97,2,-97,2,2,3,3,4,0,0,0,4,0,,,,,,,,,,,,,,,,,4,3,0,120,-99,1,1,0,1,2,51,3,2,1,0,3
337,0.114285664,2,0,0,1,0,0,0,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,-97,5,3,2,2,1,5,3,1,5,4,0,0,0,4,0,,,,,,,,,,,,,,,,,5,3,0,2,2,1,1,1,0,2,66,3,4,1,0,3
338,0.163026073,2,0,0,1,0,0,0,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,3,2,4,2,4,2,3,4,5,3,0,0,0,3,0,,,,,,,,,,,,,,,,,5,1,-97,102,1,1,1,1,1,3,32,1,2,1,0,3
339,1.57429642,2,0,0,1,0,0,0,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,3,2,1,3,3,2,2,4,4,5,3,0,0,0,3,0,,,,,,,,,,,,,,,,,5,2,0,102,1,1,1,1,1,4,41,1,2,1,0,2
340,0.123017622,1,0,0,1,0,1,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,10,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,1,3,2,3,3,2,5,5,1,0,0,0,3,0,,,,,,,,,,,,,,,,,-97,2,-97,-97,-97,-97,1,-97,0,1,52,3,2,1,0,3
341,0.858184919,2,1,1,1,1,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,3,1,1,1,-97,-97,2,1,1,2,1,-97,0,-97,2,0,,,,,,,,,,,,,,,,,3,3,-97,-97,1,0,0,0,0,4,43,1,2,1,0,3
342,0.161309524,2,1,0,1,0,0,0,0,0,1,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,5,1,5,1,1,5,1,1,5,-99,0,0,0,3,0,,,,,,,,,,,,,,,,,-99,-99,-99,-99,-99,1,-99,0,1,5,34,3,1,1,0,3
343,0.163026073,2,0,0,1,0,0,0,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,1,3,2,3,4,2,3,2,2,0,0,0,3,0,,,,,,,,,,,,,,,,,5,2,-97,-97,2,1,0,1,1,4,33,1,2,1,0,3
344,0.128697702,2,0,0,1,0,0,0,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,2,3,2,2,2,2,2,2,2,2,2,2,0,0,0,3,0,,,,,,,,,,,,,,,,,5,3,0,2,2,1,1,1,1,2,49,3,2,1,0,3
345,0.23174752,1,0,0,0,0,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,14,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,5,1,3,2,-97,3,5,5,5,1,0,0,0,1,0,,,,,,,,,,,,,,,,,-99,-99,-99,-99,-99,1,1,1,1,2,58,1,4,1,0,3
346,2.727209652,3,0,0,1,0,0,0,0,0,-99,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,4,3,1,1,-97,-99,3,5,-97,5,2,0,0,0,3,0,,,,,,,,,,,,,,,,,3,2,-97,-97,-97,-97,1,0,0,4,24,1,2,1,0,3
347,0.452500844,3,-99,0,0,0,0,0,1,0,-98,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,1,1,-97,-97,3,-97,1,1,-97,5,5,0,0,0,-97,0,,,,,,,,,,,,,,,,,-97,3,0,102,1,1,1,1,1,4,21,1,9,1,0,4
348,0.64511356,3,0,0,0,0,0,0,1,0,-98,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,5,-97,-97,1,1,-97,-99,5,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,102,1,1,1,-97,1,5,22,1,9,1,0,4
349,0.992136915,3,0,0,0,0,0,0,1,0,-98,6,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,5,4,5,3,5,2,1,1,1,5,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3,-97,-97,-97,1,1,-97,0,2,60,5,4,1,0,4
350,0.51205301,2,0,0,0,0,0,0,0,1,-99,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,3,5,5,1,5,1,5,3,5,5,5,2,0,0,0,3,0,,,,,,,,,,,,,,,,,5,3,0,102,1,1,1,1,0,3,49,1,2,1,0,4
353,0.433432873,2,0,0,1,0,0,0,0,0,1,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,1,5,1,3,3,1,2,5,5,0,0,0,3,0,,,,,,,,,,,,,,,,,4,3,-97,-97,1,1,0,0,1,1,37,1,2,1,0,4
354,2.063256234,1,0,0,1,0,0,0,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,8,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,4,1,4,2,2,3,4,4,5,2,0,0,0,3,0,,,,,,,,,,,,,,,,,5,2,0,102,1,1,1,1,1,1,76,1,6,1,0,4
355,0.682640821,2,0,0,1,0,0,0,0,0,-98,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,3,2,4,3,3,4,2,2,4,4,1,0,0,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,102,1,1,1,0,0,5,28,3,9,1,0,4
357,0.986103189,2,0,0,1,0,0,0,0,1,-97,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,4,3,4,3,4,3,3,3,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99,2,-97,102,2,1,1,1,1,5,29,1,2,1,0,4
358,0.668534334,2,0,0,1,0,1,1,0,0,1,3,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,1,0,11,-99,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,3,1,2,2,3,3,3,5,5,2,1,0,0,3,0,,,,,,,,,,,,,,,,,5,3,-99,-99,2,1,1,1,1,4,59,1,2,1,0,4
359,0.732295233,1,0,0,0,0,0,0,1,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,4,5,1,2,1,4,5,1,1,1,4,0,0,0,4,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,4,3,0,102,1,1,1,-97,1,3,42,3,2,1,0,4
360,1.136508367,1,0,0,1,0,1,1,0,0,1,3,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,1,3,2,1,5,5,5,5,1,0,0,0,2,0,,,,,,,,,,,,,,,,,5,3,0,102,1,1,1,1,1,4,57,1,2,1,0,4
361,0.975720219,3,0,0,1,0,0,0,0,0,-97,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,1,5,1,-97,4,-97,-97,5,1,0,0,0,5,-99,,,,,,,,,,,,,,,,,-97,2,-97,-97,-97,-97,-99,-97,1,5,20,1,9,1,0,4
362,0.745656038,1,0,0,0,0,0,0,1,0,-97,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,2,4,3,-97,2,4,4,2,2,3,4,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-97,2,0,2,3,1,1,1,1,3,44,3,2,1,0,4
363,1.213048187,2,0,0,0,0,0,0,1,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,-99,3,1,3,3,1,2,5,4,0,0,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,-97,-97,4,1,1,-97,1,4,37,1,5,1,0,4
364,0.865032106,2,1,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,3,3,5,3,3,5,1,1,1,1,5,0,0,0,4,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,3,2,0,102,1,1,0,1,1,3,53,1,1,1,0,4
365,0.869921858,3,0,0,1,1,1,0,0,0,1,6,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,2,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,3,3,3,4,3,3,3,3,3,3,2,0,0,-97,4,0,,,,,,,,,,,,,,,,,5,1,-97,2,1,-97,0,0,0,5,43,1,4,1,0,4
366,0.365922161,3,0,0,0,1,0,0,0,0,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,4,4,1,5,2,3,3,2,3,5,4,0,0,0,4,0,,,,,,,,,,,,,,,,,5,3,0,102,1,1,1,1,0,4,46,3,4,1,0,4
367,0.173526752,2,0,0,1,0,0,0,0,0,-97,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,3,1,-99,1,1,-97,2,1,2,4,0,0,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,-97,-97,1,1,1,0,1,3,45,3,2,1,0,4
368,0.364850345,2,0,0,0,0,0,0,0,1,1,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,5,1,5,2,3,4,3,5,5,2,0,0,0,3,0,,,,,,,,,,,,,,,,,-97,3,-97,120,4,1,1,-97,0,3,80,3,6,1,0,4
369,0.37474823,2,0,0,0,0,0,0,1,0,-97,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,1,4,3,2,1,2,1,3,1,0,0,0,3,0,,,,,,,,,,,,,,,,,3,3,0,102,1,1,1,1,0,4,48,1,2,1,0,4
370,0.485209503,2,0,0,1,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5,1,1,1,1,3,3,4,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-97,3,-97,-97,-97,1,1,0,0,4,26,3,5,1,0,4
371,1.253998093,2,0,0,1,0,0,0,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,4,1,5,2,3,3,3,4,5,3,0,0,0,3,0,,,,,,,,,,,,,,,,,-97,3,0,-99,-99,-97,0,1,1,4,51,3,2,1,0,4
372,0.48293795,2,0,0,0,0,0,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,5,1,5,3,1,1,1,1,0,0,0,3,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,-97,-97,-97,1,-97,1,5,58,4,6,1,0,4
373,0.554772799,2,0,0,0,0,0,0,1,0,1,3,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,4,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,1,2,2,3,2,4,5,5,2,0,0,0,3,0,,,,,,,,,,,,,,,,,5,3,0,102,2,1,1,1,1,2,62,1,1,1,0,5
374,0.661074307,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,8,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,2,2,2,2,3,3,1,3,3,2,1,0,0,2,0,,,,,,,,,,,,,,,,,2,2,-99,-99,-99,1,0,-97,1,3,47,1,2,1,0,5
375,0.823801334,2,1,1,1,0,0,0,0,0,-98,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,3,3,2,1,3,3,3,2,2,3,2,3,0,1,0,2,0,,,,,,,,,,,,,,,,,2,3,0,102,2,-97,0,0,0,3,26,1,9,1,0,5
377,2.209330168,3,0,0,1,0,0,0,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,4,4,1,2,1,2,2,3,3,3,2,1,0,0,4,0,,,,,,,,,,,,,,,,,-97,1,0,102,1,1,-97,1,1,3,30,3,2,1,0,5
378,0.953924914,2,0,0,0,0,0,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,2,4,3,5,3,1,3,1,1,3,5,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,3,0,102,2,1,1,1,0,2,53,4,2,1,0,5
379,1.066441393,1,1,0,0,0,0,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,5,4,5,-97,3,2,1,1,3,5,1,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,-97,-97,3,1,1,1,1,4,64,4,2,1,0,5
380,0.14717308,1,0,0,0,0,0,0,1,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,4,1,4,1,2,3,3,2,5,2,0,0,0,3,0,,,,,,,,,,,,,,,,,5,2,-97,102,2,1,1,1,1,2,61,1,1,1,0,5
381,0.867233389,2,0,0,1,0,0,0,0,0,1,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,5,3,1,4,2,3,2,3,5,5,3,0,0,0,2,0,,,,,,,,,,,,,,,,,5,3,0,102,1,1,1,1,0,2,70,3,6,1,0,5
